제품명,브랜드,가격,상품정보,썸네일
닐스야드 레머디스 와일드 로즈 뷰티 세럼 30ml,닐스야드 레머디스,"98,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든피부타입', '사용기한(또는 개봉 후 사용기간) 제조일로부터 24개월', '사용방법 매일 아침, 저녁 적당량을 덜어 얼굴 아래에서 위로 마사지 하듯이 발라줍니다.', '같은 컬렉션을 함께 사용 시, 더욱 눈에 띄는 효과를 경험하실 수 있습니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)스타럭스/닐스야드(내추럴 레머디스) 엘티디', '제조국 영국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 글리세린, 세테아릴올리베이트, 솔비탄올리베이트, 소듐하이알루로네이트, 세테아릴글루코사이드, 울금뿌리추출물, 레불리닉애씨드, 로즈힙열매오일(0.2%), 센티드제라늄꽃오일, 보스웰리아', '사크라수지오일, 로즈마리잎오일, 아라비아고무나무검, 포타슘솔베이트, 소듐레불리네이트, 잔탄검, 팔마로사오일, 광곽향잎오일, 아스코빌팔미테이트, 팔미토일트라이펩타이드-5, 제라니올, 시트로넬올, 리모넨, 리날룰, 시트랄, 파네솔', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시의 주의사항 1) 어린이의 손이 닿지 않는 곳에 보관할 것 2) 직사광선을 피해서 보관할 것.', '품질보증기준 공정거래위원회 고시(소비자분쟁해결기준)에 의거하여 보상해 드립니다.', '소비자상담 전화번호 1688-5501']",['./prdimgs/page_13_prd_3_thumb1.jpg']
토리든 밸런스풀 시카 진정 세럼 50ml,토리든,"23,000","['내용물의 용량 또는 중량 50ml', '제품 주요 사양 모든피부타입', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월 / 개봉 후 12개월', '사용방법 본 제품의 적당량을 덜어 피부에 골고루 펴 바른 후 톡톡 두드려 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ㈜에이텍 / ㈜토리든', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 글리세레스-26, 판테놀(11,000ppm), 병풀추출물, 마데카식애씨드, 아시아티코사이드(1,800ppb), 아시아틱애씨드, 마데카소사이드, 알란토인, 쓴풀추출물, 푸른연꽃추출물, 락토바실러스발효물, 접시꽃추출물, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 포타슘하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 베타인, 카프릴로일살리실릭애씨드, 다이펩타이드-2, 다이포타슘글리시리제이트, 펜틸렌글라이콜, 소듐스테아로일글루타메이트, 프로판다이올, 아이소펜틸다이올, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 카프로익애씨드, 폴리글리세릴-4올리에이트, 소듐서팩틴, 카보머, 잔탄검, 트로메타민, 소듐아세테이트, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 에틸헥실글리세린', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의', '이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '나. 상처가 있는 부위 등에는 사용을 자제할 것', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 1600-3584']","['./prdimgs/page_13_prd_4_thumb1.jpg', './prdimgs/page_13_prd_4_thumb2.jpg']"
시드물 비피다 바이옴 90 앰플 100ml,시드물,"18,900","['내용물의 용량 또는 중량 100ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조년월일: 2022년 08월 10일(730일)', '사용방법 본품 적당량을 취해 피부에 골고루 펴 바릅니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 화장품제조업자 : (주)코스모바이오 , 화장품책임판매업자 : (주)시드물', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 비피다발효용해물(45%),비피다발효여과물(45%),나이아신아마이드,락토바실러스발효용해물,', '락토코쿠스발효물,스트렙토코쿠스 테르모필루스발효물,갈락토미세스발효여과물,효모발효여과물,아데노신,', '아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,알지닌,부틸렌글라이콜,글리세린,정제수,1,2-헥산다이올', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것.', '2) 상처가 있는 부위 등에는 사용을 자제할 것.', '3)보관 및 취급시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것.', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시에 의거 보상해 드립니다.', '소비자상담 전화번호 시드물 고객 상담실 1577-9638']",['./prdimgs/page_13_prd_5_thumb1.jpg']
에스티 로더 마이크로 에센스 트리트먼트 로션 프레시 100ml,에스티로더,"95,000","['내용물의 용량 또는 중량 100ml', '제품 주요 사양 모든 피부 타입', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월', '사용방법 매일 아침/저녁, 세안 후 손으로 직접 바르거나 필요에 따라 화장솜에 덜어 사용합니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ELCA / 이엘씨에이한국(유)', '제조국 일본/미국', '화장품법에 따라 기재해야 하는 모든 성분 정제수,비피다발효용해물,프로판다이올,피이지-75,락토바실러스발효물,아세틸헥사펩타이드-8,아세틸글루코사민,소듐하이알루로네이트,캐모마일꽃추출물,카페인,다이포타슘글리시리제이트,하이드롤라이즈드쌀추출물,베타인,말토덱스트린,카보머,트로메타민,시트릭애씨드,트레할로오스,부틸렌글라이콜,카프릴릴글라이콜,피피지-5-세테스-20,펜틸렌글라이콜,다이소듐이디티에이,소듐시트레이트,페녹시에탄올,포타슘솔베이트 [ILN49455] 제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,', '부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급 시의 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '품질보증기준 관련 법 및 소비자 분쟁해결 규정에 따름', '소비자상담 전화번호 에스티 로더 고객관리지원팀 02-6971-3203']",['./prdimgs/page_13_prd_6_thumb1.jpg']
코스알엑스 에이씨컬렉션 얼티메이트 스팟크림 30g,코스알엑스,"20,000","['내용물의 용량 또는 중량 30g / 1.05 oz.', '제품 주요 사양 모든 피부 사용', '사용기한(또는 개봉 후 사용기간) 상품 발송일 기준으로 사용기한이 18개월 이상 남아있는 제품부터 순차적으로 판매 (유통 기한 36개월 / 개봉 후 12개월 이내 사용 권장)', '사용방법 피부 고민 부위에 두텁게 바르거나 펴발라 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ㈜한국기능성화장품연구센터/ (주)코스알엑스', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 알로에베라잎수, 부틸렌글라이콜, 해바라기씨오일, 글리세린, 징크옥사이드, 세테아릴알코올, 다이메틸설폰, 베타인, 폴리솔베이트60, 오일팜오일, 오일팜커넬오일, 세테아릴 올리베이트, 솔비탄올리베이트, 1,2-헥산다이올, 칼라민, 다이메티콘, 스타아니스추출물, 황금추출물, 잔탄검, 티트리잎오일, 에틸헥산다이올, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 리모넨', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 공정거래위원회 고시(소비자분쟁해결기준)에 의거하여 보상해 드립니다.', '소비자상담 전화번호 고객서비스 센터 031-714-9488 / 카카오 플러스친구(ID:코스알엑스)']",['./prdimgs/page_13_prd_7_thumb1.jpg']
코스알엑스 에이씨컬렉션 블레미쉬 스팟 클리어링 세럼 40ml,코스알엑스,"25,000","['내용물의 용량 또는 중량 40 mL / 1.35 fl.oz.', '제품 주요 사양 모든 피부 사용', '사용기한(또는 개봉 후 사용기간) 상품 발송일 기준으로 사용기한이 18개월 이상 남아있는 제품부터 순차적으로 판매 (유통 기한 36개월 / 개봉 후 12개월 이내 사용 권장)', '사용방법 적당량을 취해 민감해진 피부에 부드럽게 발라 가볍게 두드리며 흡수시켜 줍니다.', 'TIP.고민 흔적이 지나간 자리에 세럼을 충분히 적신 솜을 올려 활용하면 강력한 피부 진정, 미백 효과에 도움을 줄 수 있습니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ㈜한국기능성화장품연구센터/ (주)코스알엑스', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 프로폴리스추출물, 부틸렌글라이콜, 나이아신아마이드, 판테놀, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 엑토인, 에틸헥실글리세린, 글리세린, 폴리글리세릴-10미리스테이트, 폴리글리세릴-10라우레이트, 알란토인, 소듐하이알루로네이트, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 해바라기씨오일, 마카다미아씨오일, 티트리잎오일, 수크로오스다이스테아레이트, 글리세릴스테아레이트, 하이드로제네이티드레시틴, 다이프로필렌글라이콜, 세라마이드엔피', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 공정거래위원회 고시(소비자분쟁해결기준)에 의거하여 보상해 드립니다.', '소비자상담 전화번호 고객서비스 센터 031-714-9488 / 카카오 플러스친구(ID:코스알엑스)']",['./prdimgs/page_13_prd_8_thumb1.jpg']
AHC 온리 포 맨 올인원에센스 120ml,AHC,"38,000","['내용물의 용량 또는 중량 120ml', '제품 주요 사양 모든 피부', '사용기한(또는 개봉 후 사용기간) 개봉 전 2년 6개월 / 개봉 후 1년 이내', '사용방법 면도, 세안 후 적당량을 손에 덜어 얼굴 안쪽에서 바깥쪽으로 부드럽게 펴 발라줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 제조업자: (주)한국콜마 / 책임판매업자: (주)카버코리아', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수,글리세린,메칠프로판디올,1,2-헥산디올,나이아신아마이드,디메치콘,참마뿌리추출물,카바잎/뿌리/줄기추출물,녹차추출물,검정콩추출물,블랙베리추출물,캐모마일꽃/잎추출물,병풀추출물,락토바실러스/콩발효추출물,쌀추출물,어성초추출물,참깨추출물,원지추출물,길경추출물,흰목이버섯추출물,마치현추출물,칡뿌리추출물,감초추출물,작약추출물,천궁추출물,은행잎추출물,동백나무잎추출물,로케트잎추출물,밀싹추출물,브로콜리싹추출물,자주개자리추출물,빌베리열매/잎추출물,사탕수수추출물,박하잎추출물,원터그린잎추출물,레몬추출물,오렌지추출물,설탕단풍추출물,수용성콜라겐,수레국화꽃수,푸른연꽃수,하이드로제네이티드레시틴,소듐하이알루로네이트,알로에베라잎즙,효모발효여과물,디메치콘/비닐디메치콘크로스폴리머,암모늄아크릴로일디메칠타우레이트/브이피코폴리머,디페닐디메치콘,트리에칠헥사노인,쉐어버터,폴리쿼터늄-51,글라이코실트레할로스,폴리글리세릴-10미리스테이트,부틸렌글라이콜,에칠헥실글리세린,폴리글리세릴-10올리에이트,하이드로제네이티드스타치하이드롤리세이트,라피노오스,바이오사카라이드검-1,아데노신,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,실리카,디소듐이디티에이,트로메타민,레시틴,크레아틴,하이드롤라이즈드루핀프로테인,하이드롤라이즈드하이알루로닉애씨드,잔탄검,시트릭애씨드,소르빅애씨드,향료,페녹시에탄올', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '', '3. 보관 및 취급 시의 주의사항', '가. 어린이의 손이 닿지 않는 곳에 보관할 것', '나. 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시 ‘소비자 분쟁해결기준’에 의하여 보상해 드립니다.', '소비자상담 전화번호 080-332-0855']",['./prdimgs/page_13_prd_9_thumb1.jpg']
아이소이 BR 블레미쉬 케어 업 세럼 더블기획 (20ml+20ml),아이소이,"54,000","['내용물의 용량 또는 중량 20ml X 2', '제품 주요 사양 모든 피부용 (민감피부도 사용가능)', '사용기한(또는 개봉 후 사용기간) 제조일자로부터 3년 개봉 후 6개월 사용권장', '사용방법 에센스 단계에서 1~2회 펌핑 후 적당량을 얼굴과 목에 두드리듯이 발라주시고 손으로 감싸듯하여 흡수시켜주세요. 전체적', '으로 발라주시며, 피부톤이 고민되는 부위에 한번 더 발라주셔도 좋습니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 다비드화장품/(주)자연인', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 다마스크장미꽃수, 글리세린, 에탄올,알부틴, 베타인, 트레할로오스, 다마스크장미꽃오일, 비타민나무열매추출물, 아사이팜열매추출물, 로우스위트블루베리추출물, 인디안구스베리열매추출물, 크랜베리추출물, 바위돌꽃뿌리추출물, 고삼뿌리추출물, 블랙윌로우나무껍질추출물, 약모밀추출물, 잔탄검, 알란토인, 판테놀, 붉나무충영추출물, 올리브나무잎추출물, 감국꽃추출물, 회화나무싹추출물, 꿀풀잎추출물, 밤껍질추출물, 흰버드나무껍질추출물, 병풀추출물, 부틸렌글라이콜, 1,2-헥산다이올, 포트마리골드꽃추출물, 황금추출물, 모란뿌리추출물, 스페인감초뿌리추출물 *아이소이에서 사용하는 에탄올은 식물발효성분입니다', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '나. 상처가 있는 부위 등에는 사용을 자제할 것', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '라. 알부틴은 「인체적용시험자료」에서 구진과 경미한 가려움이 보고된 예가 있음', '품질보증기준 관련법 및 소비자 분쟁해결 규정에 따름', '소비자상담 전화번호 아이소이 / 1800-9100']","['./prdimgs/page_13_prd_10_thumb1.jpg', './prdimgs/page_13_prd_10_thumb2.jpg']"
[코어탄력세럼] 아이소이 불가리안 로즈 인텐시브 리프팅 세럼 20ml 기획 (20ml+탄력스팟 3ml),아이소이,"32,000","['내용물의 용량 또는 중량 탄력세럼 20ml+ 탄력스팟 3ml', '제품 주요 사양 모든 피부 (민감피부도 사용가능)', '사용기한(또는 개봉 후 사용기간) 제조일자로부터 3년 개봉 후 6개월 사용권장', '사용방법 토닉으로 피부결을 정돈한 후 에센스 단계에서 적당량을 덜어 얼굴과 목 전체에 골고루 발라주세요.', '인텐시브 리프팅 세럼을 바른 후, 손바닥의 온기로 주요 혈점을 자극해주면 유효성분이 피부 깊이 스며들 뿐 아니라, 탄력근육에 힘을 키우는데도 도움이 됩니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 다비드화장품/(주)자연인', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 글리세린 에탄올(식물발효), 세틸에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 베타인, 알부틴, 트레할로오스, 아라키딜알코올, 베헤닐알코올, 아라키딜글루코사이드, 다마스크장미꽃오일, 메도우폼씨오일, 알란토인, 판테놀, 알지닌, 카보머, 잔탄검, 아데노신, 황금추출물, 모란뿌리추출물, 스페인감초뿌리추출물, 포트마리골드꽃추출물, 황련뿌리추출물, 팔미토일트라이펩타이드-5, 밤껍질추출물, 아세로라추출물, 몰로키아잎추출물, 브로콜리추출물, 로즈마리추출물, 니아울리나무잎오일, 마트리카리아꽃/잎추출물, 병풀추출물', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것.', '나. 상처가 있는 부위 등에는 사용을 자제할 것.', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것.', '2) 직사광선을 피해서 보관할 것.', '라. 동일 성분(알부틴 2%이상)을 함유하는 제품의 「인체적용시험자료」에서 구진과 경미한 가려움이 보고된 예가 있음.', '품질보증기준 관련법 및 소비자 분쟁해결 규정에 따름', '소비자상담 전화번호 아이소이 / 1800-9100']","['./prdimgs/page_13_prd_11_thumb1.jpg', './prdimgs/page_13_prd_11_thumb2.jpg', './prdimgs/page_13_prd_11_thumb3.jpg']"
닥터지 레드블레미쉬 클리어 수딩 액티브 에센스 80ml,닥터지,"40,000","['내용물의 용량 또는 중량 본품 80ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 36개월(개봉후 12개월 이내 사용 권장)', '사용방법 내용물을 적당량 덜어 얼굴 전체 및 진정이 필요한 부위에 펴 발라 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 제조업자 : (주)아이썸 / 책임판매업자 : ㈜고운세상코스메틱', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 약모밀추출물, 병풀추출물, 정제수, 프로판다이올, 다이프로필렌글라이콜, 글리세린, 케이프알로에잎추출물, 나이아신아마이드, 1,2-헥산다이올, 펜틸렌글라이콜, 엑토인, 알란토인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 마데카소사이드, 부틸렌글라이콜, 판테놀, 카프릴릴글라이콜, 트로메타민, 구주호랑가시나무잎추출물, 다이소듐이디티에이, 카프릴릭/카프릭트라이글리세라이드, 올리브오일, 시어버터, 하이드로제네이티드레시틴, 스쿠알란, 쇠비름추출물, 소나무잎추출물, 유자추출물, 베타-글루칸, 개똥쑥추출물, 씨홀리추출물, 서양톱풀꽃추출물, 에틸헥실글리세린, 콜레스테롤, 세라마이드엔피, 피토스핑고신, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 가. 공통사항', '1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,', '부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의', '등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시""소비자 분쟁 해결 기준""에 의해 보상해 드립니다.', '소비자상담 전화번호 ㈜고운세상코스메틱 1811-9415']","['./prdimgs/page_13_prd_12_thumb1.jpg', './prdimgs/page_13_prd_12_thumb2.jpg', './prdimgs/page_13_prd_12_thumb3.jpg', './prdimgs/page_13_prd_12_thumb4.jpg']"
닥터지 비타슈티컬 15 플러스 앰플 15ml,닥터지,"32,000","['내용물의 용량 또는 중량 비타슈티컬 앰플 15ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 개봉 전 18개월 (개봉 후 2개월)', '사용방법 적당량 취해 피부결을 따라 부드럽게 펴 바르고 양 손으로 얼굴 전체를 감싸 흡수시켜 줍니다.', '외출 시에는 자외선 차단제를 함께 사용해주세요.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 제조업자 : 한국콜마(주) / 책임판매업자 : (주)고운세상코스메틱', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 카카두플럼추출물, 아스코빅애씨드(15%), 에톡시다이글라이콜, 글리세린, 메틸글루세스-20, 1,2-헥산다이올, C12-13파레스-9, 트로메타민, 아세틸글루코사민, 토코페롤(1%), 판테놀(1%), 알파-비사보롤, 프랑스해안송껍질추출물, 페룰릭애씨드, 부틸렌글라이콜, 펜틸렌글라이콜, 트록세루틴, 다이소듐이디티에이, 달맞이꽃오일, 소듐하이알루로네이트, 아데노신, 잔탄검, 하이드록시페닐프로파미도벤조익애씨드, 프로판다이올, 레스베라트롤, 캐모마일꽃추출물, 밀몽화꽃추출물, 아스코빌팔미테이트(0.0005%)', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 . 공통사항', '1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,', '부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의', '등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시""소비자 분쟁 해결 기준""에 의해 보상해 드립니다.', '소비자상담 전화번호 ㈜고운세상코스메틱 1811-9415']","['./prdimgs/page_13_prd_13_thumb1.jpg', './prdimgs/page_13_prd_13_thumb2.jpg']"
피지오겔 사이언수티컬즈 데일리뮨 앰플세럼 30ml,피지오겔,"58,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든피부용', '사용기한(또는 개봉 후 사용기간) 제조일자로부터 24개월', '사용방법 매일 아침 저녁 토너 사용 후 세럼 및 에센스 단계에서 스포이드로 2-3방울을 얼굴 피부에', '부드럽게 펴 바르어 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ■ (주)엘지생활건강', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 다이프로필렌글라이콜, 프로판다이올, 아스코빅애씨드, 2,3-부탄다이올, 글리세린, 변성알코올, 판테놀, 글라이코실트레할로오스, 하이드로제네이티드스타치하이드롤리세이트, 1,2-헥산다이올, 솔비톨, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 알란토인, 마데카소사이드, 트레할로오스, 부틸렌글라이콜, 베티버뿌리오일, 덱스트린, 소듐하이알루로네이트, 잇꽃꽃추출물, 카카오씨추출물, 후추열매오일, 생강오일, 홍삼추출물, 영지버섯추출물, 토코페롤, 페룰릭애씨드, 스쿠알란, 카프릴릭/카프릭트라이글리세라이드, 세라마이드엔피, 하이드로제네이티드레시틴, 육계잎오일, 다마스크장미꽃오일, 돌콩오일, 다이소듐이디티에이, 트로메타민', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 사용 시의 주의사항 1) 화장품 사용 시 또는 사용후 직시광선에 의하여 사용부위가 붉은 반점,', '부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 직급 시의 주의사한 가) 어린이의 손이', '| 담지 않는 곳에 보관할 것 다) 직사광선을 피하서 보관', '보관 및 취급시 주의사항 1) 고함량의 비타민C가 밀폐되어있어 오픈 시 스리가 날 수 있습니다.', '2) 비타민 제품은 산화로 인한 변색이 발생한 수 있어 개봉 후 3개월 이내 사용을 권장합니다.', 'B) 비타민 제품 특성상 피부 감수성을 증가시킬 수 있어 제품 사용 전후 단계에 다른 제품은', '함께 사용하는 것을 권장합니다. 4) 피부 관리나 자극으로 예민해진 부위, 상처 난 부위들은 피해서', '사용해 주세요. 5) 고온과 직사광선을 피해주시고 사용 후에는 반드시 마개를 담아 보관해 주세요.', '품질보증기준 본제품은 공정거래위원회 고시에 의거 보상받을수 있습니다.', '소비자상담 전화번호 080-023-7007']",['./prdimgs/page_13_prd_14_thumb1.jpg']
