제품명,브랜드,가격,상품정보,썸네일
라네즈 워터뱅크 블루히알루로닉 세럼 50mL,라네즈,"45,000","['내용물의 용량 또는 중량 50ml', '제품 주요 사양 모든피부', '사용기한(또는 개봉 후 사용기간) 개봉전 36개월, 개봉후 12개월', '사용방법 얼굴에 적당량을 도톰하게 펴 발라줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주) 아모레퍼시픽', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 프로판다이올, 카보머, 세테아릴알코올, 트로메타민, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 덱스트린, 하이드로제네이티드레시틴, 에틸헥실글리세린, 향료, 글리세릴스테아레이트시트레이트, 다이소듐이디티에이, 베타인, 하이드롤라이즈드하이알루로닉애씨드(0.02%), 베타-글루칸, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 락토바실러스발효용해물, 글루코오스, 토코페롤, 마그네슘클로라이드, 테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트, 미역추출물', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결 기준에 의거 보상해드립니다.', '소비자상담 전화번호 고객서비스센터 080-023-5454']","['./prdimgs/page_22_prd_21_thumb1.jpg', './prdimgs/page_22_prd_21_thumb2.jpg', './prdimgs/page_22_prd_21_thumb3.jpg', './prdimgs/page_22_prd_21_thumb4.jpg']"
[단독기획] 라네즈 워터뱅크 블루히알루로닉 세럼 50mL 기획(+25ml),라네즈,"45,000","['내용물의 용량 또는 중량 50ml(+25ml 증정)', '제품 주요 사양 모든 피부', '사용기한(또는 개봉 후 사용기간) 개봉 전 36개월. 개봉 후 12개월 이내 사용', '사용방법 얼굴에 적당량을 도톰하게 펴 발라줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주) 아모레퍼시픽', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 글리세린, 스쿠알란, 1,2-헥산다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 프로판다이올, 카보머, 세테아릴알코올, 트로메타민, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 덱스트린, 하이드로제네이티드레시틴, 에틸헥실글리세린, 향료, 글리세릴스테아레이트시트레이트, 다이소듐이디티에이, 베타인, 하이드롤라이즈드하이알루로닉애씨드(0.02%), 베타-글루칸, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 락토바실러스발효용해물, 글루코오스, 토코페롤, 마그네슘클로라이드, 테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트, 미역추출물', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담하십시오', '2. 상처가 있는 부위 등에는 사용을 자제하여 주십시오', '3. 보관 및 취급 시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관하십시오.', '나) 직사광선을 피해서 보관하여 주십시오.', '품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상해 드립니다.', '소비자상담 전화번호 080-023-5454(수신자 요금부담) 운영시간 : 09:00 ~ 18:00 (점심시간 제외, 12~13시) (주말, 공휴일 제외)']","['./prdimgs/page_22_prd_22_thumb1.jpg', './prdimgs/page_22_prd_22_thumb2.jpg', './prdimgs/page_22_prd_22_thumb3.jpg', './prdimgs/page_22_prd_22_thumb4.jpg']"
[한정기획] 구달 청귤 비타C 잡티케어 세럼 50ml+31ml 증정 기획,구달,"43,000","['내용물의 용량 또는 중량 [본품] 50ml [증정] 31ml', '제품 주요 사양 모든피부', '사용기한(또는 개봉 후 사용기간) 개봉 전 : 36개월 / 개봉 후 : 12개월', '사용방법 크림 사용 전 1~2회 펌핑하여 얼굴 전체에 부드럽게 펴 발라 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 코스맥스㈜/㈜클리오', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 탄제린추출물(70%), 부틸렌글라이콜, 나이아신아마이드, 다이프로필렌글라이콜, 메틸글루세스-20, 정제수, 1,2-헥산다이올, 글리세레스-26, 알부틴, 아이리쉬모스추출물, 사탕수수추출물, 하이드롤라이즈드호호바에스터, 소듐하이알루로네이트, 베르가모트오일, 인도멀구슬나무꽃추출물, 홀리바질잎추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 참산호말추출물, 라벤더오일, 레몬껍질오일, 일랑일랑꽃오일, 오렌지껍질오일, 유칼립투스잎추출물, 감초뿌리추출물, 캐모마일꽃추출물, 녹차추출물, 병풀추출물, 로즈마리잎추출물, 호장근뿌리추출물, 병풀잎추출물, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 판테놀, 콜레스-24, 트로메타민, 에틸헥실글리세린, 알란토인, 토코페릴아세테이트, 아데노신, 소듐파이테이트, 아스코빌글루코사이드, 다이포타슘글리시리제이트, 글리세린, 마데카소사이드, 말토덱스트린, 사카라이드하이드롤리세이트, 토코페롤, 아시아티코사이드, 카보머, 잔탄검, 리모넨, 리날룰', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', ""품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자분쟁해결기준'에 의거 보상해드립니다."", '소비자상담 전화번호 080-080-1510']","['./prdimgs/page_22_prd_23_thumb1.jpg', './prdimgs/page_22_prd_23_thumb2.jpg', './prdimgs/page_22_prd_23_thumb3.jpg', './prdimgs/page_22_prd_23_thumb4.jpg', './prdimgs/page_22_prd_23_thumb5.jpg', './prdimgs/page_22_prd_23_thumb6.jpg']"
[리뷰이벤트/단독 기획] 나인위시스 하이드라 크림 앰플 더블 기획 (30ml+30ml),나인위시스,"21,900","['내용물의 용량 또는 중량 30ml*2EA (본품/증정품)', '제품 주요 사양 모든 피부 타입', '사용기한(또는 개봉 후 사용기간) 제조일로부터 3년', '사용방법 스포이드로 적당량을 취해 흡수될 때까지 가볍게 두드려줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)코테온 / (주)나인위시스', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 -하이드라 크림앰플(30ml)', '코코넛야자열매수,부틸렌글라이콜,글리세린,정제수,카프릴릭/카프릭트라이글리세라이드,폴리글리세릴-10스테아레이트,소듐하이 알루로네이트,바오밥나무씨추출물,펜타에리스리틸테트라에틸헥사노에이트,세테아릴알코올,알로에베라잎추출물,시어버터,1,2-헥산다이올,접시꽃추출물,드럼스틱씨오일,비피다발효여과물,락토코쿠스발효물,락토바실러스발효물,자이언트켈프추출물,하이알루로닉애씨드,하이드록시프로필트라이모늄하이알루로네이트,하이드롤라이즈드하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,소듐아세틸레이티드하이알루로네이트,하이드롤라이즈드글라이코사미노글리칸,소듐하이알루로네이트크로스폴리머,다이메틸실란올하이알루로네이트,포타슘하이알루로네이트,카프릴릴글라이콜,펜틸렌글라이콜,스페인감초뿌리추출물,루이보스추출물,카보머,알지닌,하이드로제네이티드레시틴,잔탄검,알란토인,다이포타슘글리시리제이트,에틸헥실글리세린,소엽잎추출물,몰약수지추출물,모하비유카뿌리추출물', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 1522-2393']","['./prdimgs/page_23_prd_0_thumb1.jpg', './prdimgs/page_23_prd_0_thumb2.jpg', './prdimgs/page_23_prd_0_thumb3.jpg', './prdimgs/page_23_prd_0_thumb4.jpg']"
코스알엑스 더 나이아신아마이드 15 세럼 20ml,코스알엑스,"23,000","['내용물의 용량 또는 중량 20ml', '제품 주요 사양 모든 피부 사용', '사용기한(또는 개봉 후 사용기간) 상품 발송일 기준으로 사용기한이 18개월 이상 남아있는 제품부터 순차적으로 판매 (제조일로부터 36개월 / 개봉 후 12개월 이내 사용 권장)', '사용방법 세안 후 세럼 단계에서 적당량을 얼굴에 떨어뜨려 손가락 끝으로 얼굴에 떨어뜨려 손가락 끝으로 얼굴 안쪽에서 바깥쪽으로 롤링하며 흡수시킵니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)엔코스/(주)코스알엑스', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수,펜틸렌글라이콜,나이아신아마이드,부틸렌글라이콜,아세틸글루코사민,1,2-헥산다이올,징크피씨에이,트레할로오스,잔탄검,풀루란,알란토인,에틸헥실글리세린,소듐파이테이트,시트릭애씨드,토코페롤', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급 시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시”소비자분쟁해결기준”에 의해 보상해 드립니다.', '소비자상담 전화번호 고객서비스센터 031-714-9488 / 카카오플러스친구 (ID : 코스알엑스)']","['./prdimgs/page_23_prd_1_thumb1.jpg', './prdimgs/page_23_prd_1_thumb2.jpg', './prdimgs/page_23_prd_1_thumb3.jpg']"
[차예련 PICK] 리쥬란 힐러 턴오버 앰플 듀얼 이펙트 30ml,리쥬란,"59,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 모든 피부타입', '사용기한(또는 개봉 후 사용기간) 제조일로부터 30개월 이내', '사용방법 step1. 세안 후 토너 등으로 피부 결을 전동해 수분 바탕을 만들어줍니다. step2. 리쥬란 힐러 턴오버 앰플 듀얼 이펙트의 뚜껑을 연 후 버튼을 눌러 유리관으로 앰플이 적당량 올라올 수 있게 해줍니다. step3. 피부 결을 따라 부드럽게 펴 바른 후 가볍게 두드려 흡수시켜줍니다. step4. 자연스러운 광채와 더 길어진 보습 영양감을 느껴보세요.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ㈜파마리서치 프로덕트/㈜파마리서치', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 서양산딸기잎추출물, 스페인감초뿌리추출물, 포트마리골드꽃추출물, 알로에베라잎즙, 로우스위트블루베리추출물, 검은뽕나무열매추출물, 알부틴, 부틸렌글라이콜, 글리세린, 폴리솔베이트20, 하이드롤라이즈드디엔에이, 제로틴/하이드롤라이즈드디엔에이, 소듐하이알루로네이트, 카보머, 잔탄검, 아데노신, 토코페릴아세테이트, 나이아신아마이드, 비사보롤, 피이지-6, 정제수, 카프릴릴글라이콜, 에틸헥실글리세린, 헥실렌글라이콜, 1,2-헥산다이올, 다이프로필렌글라이콜, 소듐클로라이드, 트레할로오스, 우레아, 세린, 펜틸렌글라이콜, 글리세릴폴리아크릴레이트, 알진, 풀루란, 다이소듐포스페이트, 포타슘포스페이트, 스쿠알란, 하이드로제네이티드레시틴, 세라마이드엔피, 올레익애씨드, 이눌린라우릴카바메이트,', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것.', ""품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자분쟁 해결기준'에 의거 보상해 드립니다."", '소비자상담 전화번호 031-8039-1500']","['./prdimgs/page_23_prd_2_thumb1.jpg', './prdimgs/page_23_prd_2_thumb2.jpg', './prdimgs/page_23_prd_2_thumb3.jpg']"
[단독기획] 구달 맑은 어성초 진정 수분 세럼 50ml 기획(+토너 50ml+화장솜 10매 증정),구달,"24,000","['내용물의 용량 또는 중량 [본품] 수분 세럼 50ml [증정] 수분 토너 50ml + 화장솜 10매', '제품 주요 사양 모든 피부', '사용기한(또는 개봉 후 사용기간) [세럼] 개봉 전 36개월 / 개봉 후 12개월 [토너] 개봉 전 36개월 / 개봉 후 12개월', '사용방법 [세럼] 크림 사용 전 적당량을 덜어 피부에 골고루 펴 발라 줍니다.', '[토너] 세안 후 화장솜에 충분히 적셔 피부결을 따라 부드럽게 닦아내며 피부를 정돈시켜 줍니다.', '[화장솜] 화장솜 점선 부분을 컷팅하여 토너를 듬뿍 적신 후 진정이 필요한 부위에 올려두면 진정팩으로 사용 가능합니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 [세럼,토너] 코스맥스(주)/(주)클리오 [화장솜] 동서위생(주)/(주)클리오', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 [수분 세럼]', ': 어성초추출물(=약모밀추출물, 81.9%), 글리세린, 메틸프로판다이올, 정제수, 다이프로필렌글라이콜, 글리세레스-26, 아이리쉬모스추출물, 사탕수수추출물, 자일리틸글루코사이드, 자일리톨, 오렌지껍질오일, 바질오일, 라벤더오일, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 부틸렌글라이콜, 하이드록시에틸우레아, 판테놀, 폴리글리세릴-10라우레이트, 1,2-헥산다이올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 안하이드로자일리톨, 카프릴릴글라이콜, 글루코오스, 소듐파이테이트, 알란토인, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 잔탄검', '[수분 토너]', ':정제수, 어성초추출물(=약모밀추출물, 20%), 메틸프로판다이올, 펜틸렌글라이콜, 글리세린, 아이리쉬모스추출물, 사탕수수추출물, 바질오일, 오렌지껍질오일, 라벤더오일, 흰버드나무껍질추출물, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 폴리글리세릴-10라우레이트, 에틸헥실글리세린, 소듐시트레이트, 시트릭애씨드, 토코페롤, 1,2-헥산다이올, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 잔탄검', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 [수분 세럼]', '1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', '[수분 토너]', '1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', '* 식물성 유래 성분이 함유되어 있어 아지랑이나 이물이 발생할 수 있으나 제품에는 이상이 없습니다.', ""품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자분쟁해결기준'에 의거 보상해드립니다."", '소비자상담 전화번호 080-080-1510']","['./prdimgs/page_23_prd_3_thumb1.jpg', './prdimgs/page_23_prd_3_thumb2.jpg', './prdimgs/page_23_prd_3_thumb3.jpg', './prdimgs/page_23_prd_3_thumb4.jpg', './prdimgs/page_23_prd_3_thumb5.jpg']"
미구하라 울트라 화이트닝 퍼스트 에센스 오리진 120ml,미구하라,"39,000","['내용물의 용량 또는 중량 120ML', '제품 주요 사양 모든 피부', '사용기한(또는 개봉 후 사용기간) 제조일자로부터 30개월(개봉 후 6개월)', '사용방법 적당량을 취해 피부에 골고루 펴 바릅니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)뉴앤뉴/(주)겟뷰티', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 베타인, 부틸렌글라이콜, 판테놀, 글리세레스-25피씨에이아이소스테아레이트, 잔탄검, 다이포타슘글리시리제이트, 맥아추출물, 자몽껍질오일, 소듐하이알루로네이트, 카프릴릭/카프릭트라이글리세라이드, 하이드롤라이즈드하이알루로닉애씨드, 베타-글루칸, 진흙버섯추출물, 카프릴릴글라이콜, 오렌지껍질오일, 소듐아세틸레이티드하이알루로네이트, 멕시칸주니퍼오일, 고수열매오일, 스피어민트잎오일, 락토바실러스/쌀발효물, 페퍼민트잎추출물, 노니열매추출물, 매실추출물, 사막장미잎세포추출물, 오이열매추출물, 병풀추출물, 녹차추출물, 키위추출물, 알로에잎추출물, 카룸 페트로셀리눔추출물, 케일잎추출물, 바오밥나무씨추출물, 티트리추출물, 아티초크잎추출물, 오죽잎추출물, 브루셀스프라우트추출물, 멜론추출물, 라임추출물, 효모베타-글루칸, 다시마추출물, 리모넨', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것.', '2) 상처가 있는 부위 등에는 사용을 자제할 것.', '3) 보관 및 취급 시의 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것.', '나) 직사광선을 피해서 보관할 것.', '다) 눈 주위를 피하여 사용할 것.', '품질보증기준 공정거래위원회 고시 소비자 분쟁 해결 기준', '소비자상담 전화번호 미구하라 소비자상담실 1899-1238']",['./prdimgs/page_23_prd_4_thumb1.jpg']
허스텔러 리틀 드롭스 리벌스 데이 앰플 15ml,허스텔러,"28,000","['내용물의 용량 또는 중량 15ml', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 30개월 / 개봉 후 12개월', '사용방법 적당량을 덜어 피부 결을 따라 부드럽게 펴 발라 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 코스맥스(주) / (주)더블유컨셉코리아', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 사탕무뿌리추출물, 글리세린, 프로판다이올, 베타인, 부틸렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 리치과피추출물, 푸시디움 코식네움발효여과물, 석류추출물, 라즈베리추출물, 토마토추출물, 클로렐라 불가리스추출물, 병풀추출물, 스쿠알란, 판테놀, 세라마이드엔피, 카카오씨추출물, 살비아오일, 불가리스쑥오일, 바질오일, 글루코오스, 폴리글리세릴-10라우레이트, 하이드로제네이티드레시틴, 다이에톡시에틸석시네이트, 프룩토올리고사카라이드, 프룩토오스, 트로메타민, 에틸헥실글리세린, 다이페닐다이메티콘, 아데노신, 트라이에틸헥사노인, 덱스트린, 소듐파이테이트, 사이아노코발아민, 다이프로필렌글라이콜, 펜틸렌글라이콜, 토코페롤, 카프릴릴/카프릴글루코사이드, 카프릴릭/카프릭트라이글리세라이드, 카보머, 잔탄검, 정제수', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '나. 상처가 있는 부위 등에는 사용을 자제할 것', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 1833-2087']",['./prdimgs/page_23_prd_5_thumb1.jpg']
[단독기획/1+1] CKD 레티노콜라겐 저분자 300 퍼스트에센스 1+1 기획,CKD,"38,000","['내용물의 용량 또는 중량 150ml * 2ea', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월 / 개봉 후 12개월', '사용방법 스킨케어 첫 단계에서 화장솜에 적셔 피부결을 따라 부드럽게 흡수시키거나, 적당량을 손바닥에 덜어 피부에 두드리며 흡수시켜 줍니다.', '(*1회 1ml 사용 시 약 150회 사용 가능/ 개인의 사용량에 따라 다를수 있습니다.)', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 코스맥스(주) / 종근당건강(주)', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 클루이베르마이세스추출물(83.05%), 하이드롤라이즈드콜라겐', '추출물(50,600ppm), 글리세린, 1,2-헥산다이올, 나이아신아마이드,', '프로판다이올, 비피다발효용해물, 인도멀구슬나무꽃추출물, 인도멀', '구슬나무잎추출물, 울금뿌리추출물, 홀리바질잎추출물, 마카다미아씨', '오일, 참산호말추출물, 소듐하이알루로네이트, 레틴알(1,000ppb),', '하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 정제수,', '다이에톡시에틸석시네이트, 부틸렌글라이콜, 소듐피씨에이, 아데노신,', '폴리쿼터늄-51, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드', '레시틴, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드글라', '이코사미노글리칸, 글라이신, 콜레스테롤, 세린, 글루타믹애씨드,', '유채스테롤, 다이프로필렌글라이콜, 피이지-5레이프씨드스테롤,', '실리카, 벤질글라이콜, 아스파틱애씨드, 세테스-3, 세테스-5, 류신,', '알루미늄/마그네슘하이드록사이드스테아레이트, 토코페롤, 토코페릴', '아세테이트, 알라닌, 라이신, 알지닌, 타이로신, 페닐알라닌, 포타슘', '세틸포스페이트, 프롤린, 트레오닌, 발린, 아이소류신, 펜타에리스리틸', '테트라-다이-t-부틸하이드록시하이드로신나메이트, 히스티딘, 시스', '테인, 메티오닌, 펜틸렌글라이콜, 에틸헥실글리세린, 카프릴릴/카프릴', '글루코사이드, 멘틸피씨에이, 에틸멘탄카복사마이드, 세라마이드엔피,', '하이드롤라이즈드엘라스틴, 잔탄검, 다이소듐이디티에이', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 가. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '나. 상처가 있는 부위 등에는 사용을 자제할 것', '다. 보관 및 취급 시 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 1855-3308']",['./prdimgs/page_23_prd_6_thumb1.jpg']
랩시리즈 데일리 레스큐 리페어 세럼 50ml,랩시리즈,"111,000","['내용물의 용량 또는 중량 50ml', '제품 주요 사양 모든 피부 타입용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월', '사용방법 매일 아침과 저녁, 세안 후 워터 로션으로 피부결을 정돈한 뒤 얼굴과 목 주위에 부드럽게 발라줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 랩시리즈/이엘씨에이한국(유)', '제조국 영국', '화장품법에 따라 기재해야 하는 모든 성분 데일리 레스큐 리페어 세럼 : 정제수 , 부틸렌글라이콜 , 비스-피이지-18메칠에텔디메칠실란 , 변성알코올 , 바이오사카라이드검-1 , 피이지-6 , 글리세린 , 아세틸헥사펩타이드-8 , 희첨추출물 , 플랑크톤추출물 , 갈조추출물 , 락토바실러스발효물 , 마이크로코쿠스용해물 , 효모추출물 , 황금추출물 , 블랙멀베리뿌리추출물 , 구기자추출물 , 아세틸글루코사민 , 덩굴월귤열매추출물 , 블루베리추출물 , 포도추출물 , 녹차추출물 , 아미노프로필아스코빌포스페이트 , 에르고치오네인 , 바이오사카라이드검-4 , 토코페릴아세테이트 , 카페인 , 나일론-12 , 트레할로스 , 소듐하이알루로네이트 , 슈크로오스 , 폴리소르베이트20 , 피이지-11메칠에텔디메치콘 , 잔탄검 , 향료 , 레시틴 , 암모늄아크릴로일디메칠타우레이트/브이피코폴리머 , 시트릭애씨드 , 실리카 , 디소듐이디티에이 , 비에이치티 , 페녹시에탄올 [ILN41645] *제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것2) 상처가 있는 부위 등에는 사용을 자제할 것3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', '품질보증기준 관련법 및 소비자분쟁해결기준에 따름', '소비자상담 전화번호 랩 시리즈 고객관리지원팀 : 02-6971-3224']",['./prdimgs/page_23_prd_7_thumb1.jpg']
