question,answers
"... ### 왕눈 보스 공략 우선, 왕눈 보스는 상당히 강력한 적입니다. 하지만 어떻게 하면 데그가마를 잡을 수 있을까요? 아래의 단계를 따라서 해보세요. 1. **적의 공격을...","하우스록 위에 폭탄을 집어던지든 화살로 쏘든 하면 보코블린들이 나가떨어지겠죠? 그 다음 바위록 위에 올라가면 광상 깨부수는 건 어렵지 않죠. 올라가는 건 바위록 밑에서 트레루프 추천
그리오크마냥 말도 안 되능 피통을 가진 몬스터가 아닌 이상 맞아가며 깰 수 있는 방어구나 체력을 갖추는 것 보다 맞기 전에 없애버릴 수 있는 공격력이 더 중요하다고 봅니다. 물론 방어력도 중요하지만 방어력을 올릴 정도면 무기 공격력도 웬만큼 올라가 있을테니 문제가 되지는 않을 거에요. 공격력만 충분하면 보코블린이고 뭐고 그냥 트레루프로 올라가서 광상 몇번 때리면 바위록따위 순삭이니까요. 스크래빌드를 적극적으로 활용할 것을 추천드립니다.
가장 중요한 건 지금 못 죽이는 적을 보면 도망가는 것. 스토리상 꼭 깨야 되는 보스도 아니고 지금 못 죽이면 나중에 죽이면 되는데 꼭 지금 죽이겠다고 몇십트씩 하는 건 시간낭비죠. "
"... ### 왕눈 보스 공략 우선, 왕눈 보스는 상당히 강력한 적입니다. 하지만 어떻게 하면 데그가마를 잡을 수 있을까요? 아래의 단계를 따라서 해보세요. 1. **적의 공격을...","체력이 어떻게 되세요?하트가 열개정도 되고 음식이 많으면 무섭지 않은데...
하트갯수가 적고 방어구의 강화가 부족하면 무섭긴 하죠.
높은데서 떨어지면서 패링상태에서 보코블린부터 때려잡거나, 혼란꽃을 사용해서 하우스록이 보코블린을 떨구게 하거나, 질문자님도 폭탄꽃을 쏘거나 전기 열매나 광휘열매등 속성열매로 공격하거나, 조나우기어를 이용하거나 응용방법은 많아요."
"... 왕눈 프리즈게이라 공략법에 대해 알려드리겠습니다. Step 1: 적절한 팀 구성하기 - 왕눈은 주로 원거리 공격에 강한 영웅이므로, 팀에는 왕눈과 함께 탱커나 딜러 등의 다른...","‘네 지방의 이변 조사’ 챌린지에서 한 군데를 클리어 해야 ‘지저 신전에 잠든 수수께끼’ 챌린지가 뜹니다. 
한 곳을 클리어하고 다시 조슈아에게 가시면 되겠습니다."
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,"헐... 왕눈이나.. 그 전작 야생의 숨결(야숨)이
그렇게 돈(루피) 노가다가 필요한 게임은 아닌데요..
그렇다고 그냥그냥 플레이 하다 보면 돈이 쌓이고 그런 게임도 아니라서요
갑자기 큰 돈 필요하면 좀 곤란해지기도 하지요
일반적으로 추천하는 방법은
남아도는 (여분의, 쓰지 않는) 식재료 요리해서 판매...
하는 게 효율이 좋은데요
지금 당장 추운 지역에서 활동이 힘드시면
카카리코 마을 근처 아라브 평야에 사슴들 사냥하면서 고기고기
(라이넬 조심)
상급/최상급 고기 5개씩 요리해서 팔면
돈이 좀 됩니다..
다른 식재료라도 남아도는 건 요리해서 팔아보세요
야숨에서는 요리하면 식재료로 파는 것보다 3배정도 뻥튀기 됐는데
왕눈에서는 2배 정도로 너프 먹었네요..
그래도 식재료로 파는 것보다는 돈이 더 됩니다.
질문 하나하나 답변하면"
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,Q1. 그 동굴은 아마 '튤리'의 행방을 찾아 따라가는 단서로 주어지는 거지
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       돈을 벌 수 있는 미션이 아닙니다.
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       왕눈도 야숨도 미션 해서 필요한 자금 마련하는 그런 경향이 없습니다...
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       그런 힌트나 미션(챌린지)들은 모험으로 이끌어주는 가이드 정도입니다.
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,Q2. 일단 추운 지대에서 자유롭게 움직일 수 없는 상태로는 돈 버는 게 쉽지 않습니다.
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       혹 시작의 하늘섬에서 얻은 방한복 바지에
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       + 추가로 리토 마을에서 몸통이나 머리 하나라도 구매해서 
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       총 2단계 추위 대비가 되면 
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       추운지역 동물들 사냥해서 고기 모으는 게 좀 낫긴 한데 
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,     - 눈밭 이동속도 느림
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,     - 고기는 빨리 획득하지 않으면 '냉동'요리가 되어버림
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,     - 주로 '활'과 '화살' 소모를 많이 함
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,      등등으로 수지가 안 맞을 수 있고요
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,      차라리 활동에 어려움이 없는 다른 지역을 먼저 탐험하실 것을 추천합니다.
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,Q3. 지저에서 캐는 '조나니움'은... 이번 게임의 핵심 광물이라고 보시면 됩니다.
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       엑스맨 세계관의 아다만티움... 마블 유너버스의 비브라늄... 판타지 세계의 미스릴.. 
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       - '제련' 골렘에게서 '조나우 에너지 결정'을 바꿔서 '배터리' 확장
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       - 블루 프린트 기능 쓸 때 부품 대신 소모 (일반 조나니움 한정)
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       - 나중에 특정 골렘에게서 조나우 장비 교환
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       - 조나우 문명 관련 방어구 강화 재료
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       등등에 쓰입니다. 
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       특히 '커다란 조나니움 광석'은 확률적으로 나오니 더더욱 쓸모가 많고 희귀하고요
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       (일반 조나니움의 20배 가치)
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       그걸로 돈벌이는 안 된다고 보시면 되고
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       '지상'의 '동굴' 이나 고론지대 일대에서 보이는 일반광상/희귀광상에서 나오는 고급 광석(보석류)
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       (다이아몬드-사파이어-루비-토파즈) 그 정도가 돈이 되는데
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,       맘 먹고 광석을 사용하려면 넉넉한 편은 아니라서요... 남는 식재료 요리가 제일 합리적입니다...
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,"뉴비라고 하시니..
제가 다른 분께 
(스포 없이) 전반적인 게임 설명드린 답변 있거든요
혹 참고가 될지 보시고
제일 끝에 (전작 '야생의 숨결'이기는 하지만) 루피 버는 요령 링크도 달아놨어요
참고하시면 도움이 되실 겁니다.
https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6130106&docId=454436492"
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,"야생의 숨결 루피 가이드는 바로 링크 드립니다.
https://kin.naver.com/qna/detail.nhn?d1id=2&dirId=20120&docId=336521953"
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,"Q.1 잘 모르겠습니다. (유튜브 같은곳에 공략 찾아 보세요)
Q.2 풀을 베거나 몬스터 잡다보면 나옵니다
Q.3 지저 광물은 모르겠고 조나니움은 나중에 뽑기? 같은곳에서 조나니움 기어로 바꿀수 있습니다."
제가 사당을 깨려고 하는데 자루머르겠아요ㅠㅠ 젤다의 잔설 고수님들 제발 사당 깽거 있으면 알려주세요ㅠㅠ 야숨 할때는 유튜브에서 다 알랴줬는데 왕눈은 보스 공략이런거...,"처음 올라간 경우
섬 위에 각도를 조절하다보면 물방울이 보입니다.
화살에 왕의 비늘을 달고 쏘면 됩니다.
진흙조아 잡은 경우
노란 점이 있는곳으로 가면 신전으로 갈 수
있습니다.
그 노란점에 왔는데 시드가 없다면 위를 보세요
그럼 다른 섬이 있을겁니다.
파도를 타고 올라가면 됩니다.
그 곳에 시드가 있는건
흩어져서 찾아보자!할 때 입니다"
젤다 왕눈 지상 120개 하늘 32개 현재 151개인데 하늘섬엔 32개 보이는데 지상은... 말씀 부탁드립니다. 여기 있어요 https://www.youtube.com/watch?v=XHmUM2lIaOc 공략,그거 돌 튀어나온 부분에서 폭탄꽃 한 30개 화살에다가 붙여서 멀리서 때리고 난뒤 2페 시작 되면 아래로 내려가서 방패랑 러쉬 잘 쓰시면 깨요
젤다 왕눈 지상 120개 하늘 32개 현재 151개인데 하늘섬엔 32개 보이는데 지상은... 말씀 부탁드립니다. 여기 있어요 https://www.youtube.com/watch?v=XHmUM2lIaOc 공략,"저는 되게 쉽게 깼는데.
장비 강화+사당클리어해서 하트 많음 상태에서 현자들 모두 소환.
무기는 실버보스보크린 뿔을 무기에 달거나 골렘 상급? 암튼 그런 녀석들 뿔 단 무기들 여러개도 좋구요.
현자들이 어그로 끌어서 하는 동안 가까이 있는 놈을 마구 때려요. 그러면 걔들이 무기를 떨구는데 하트가 많으면 그걸 써도 크게 문제 없으니 다행이고 그러다보면 한놈이 멈쳐서 바닥에 독기를 뿌리는데 그놈만 활로 대가리를 맞추시구요.
저도 러시를 못해가지고 이렇게 잡았어요. 아니면 조나우 기구 이용해도 되구요"
젤다 왕눈 지상 120개 하늘 32개 현재 151개인데 하늘섬엔 32개 보이는데 지상은... 말씀 부탁드립니다. 여기 있어요 https://www.youtube.com/watch?v=XHmUM2lIaOc 공략,"일단 활 있죠? 거따 폭탄꽃 붙어서 연발하세요
가논 돌프도 똑같습니다"
... 공략 영상 유튜브를 찾아도 없어요 아니 진짜 뭐져 아무리 찾아도 없어요 2뢰차라 본계사당들중에들도 안보이고 안녕하십니까? 답변드려요. 다잉 리올의 사당은 젤다 왕눈...,"저는 매크로 답변이 아니니 안심하셔도 좋습니다.
1.용의눈물 이라는 퀘스트를 신마리타 마구간의 임파로부터 받고 12개의 기억을 찾아야합니다.공략을 찾아보시면 편합니다.
2.코로그의 숲으로 가셔서 데크나무님에기생하는 팬텀가논을 처치한뒤 데크나무님에게 말을걸면
1번 기억이 생깁니다.
3.이가단 총단장 코가님의 음모!를  완료해야합니다.
처음에 블루 프린트 를 받았던 중앙대페광에서
조사원에게 자동차를 만들어주면 코가님과 전투를 하게되고 이기면 코가는 겔드페광으로 도망갑니다.
이제 겔드페광,라넬페광.헤브라 페광에  가서
코가님을 물리치면 코가님이 가논의 위치에 대해
힌트를 줍니다.지저의 페광 위치는 지상의 마을 위치와 같으니 
참고하세요! 도움이 되셨다면 채택 부탁드립니다."
... 공략 영상 유튜브를 찾아도 없어요 아니 진짜 뭐져 아무리 찾아도 없어요 2뢰차라 본계사당들중에들도 안보이고 안녕하십니까? 답변드려요. 다잉 리올의 사당은 젤다 왕눈...,모험 수첩에 있는 모험의 기록 영상을 전부 봤으면 진엔딩입니다. 
... 공략 영상 유튜브를 찾아도 없어요 아니 진짜 뭐져 아무리 찾아도 없어요 2뢰차라 본계사당들중에들도 안보이고 안녕하십니까? 답변드려요. 다잉 리올의 사당은 젤다 왕눈...,"안녕하세요. 답변드립니다.
젤다 왕눈 진엔딩을 보기 위해서는 몇 가지 조건이 필요합니다. 아래는 젤다 왕눈 진엔딩을 보는 모든 조건에 대한 Step by Step 방법입니다.
## 1. 게임 클리어하기
- 젤다 왕눈의 진엔딩을 보기 위해서는 먼저 게임을 클리어해야 합니다.
- 게임 클리어 후, 타이틀 화면에서 ‘컨티뉴’를 선택합니다.
## 2. 하트컨테이너 채우기
- 다음으로, 하트 컨테이너를 모두 채워야 합니다.
- 하트 컨테이너를 채우는 방법은 몬스터를 처치하거나, 보물상자에서 얻을 수 있습니다.
## 3. 모든 퀘스트 완료하기
- 젤다 왕눈 진엔딩을 보기 위해서는 모든 퀘스트를 완료해야 합니다.
- 완료하지 않은 퀘스트는 메인 메뉴에서 확인할 수 있습니다.
## 4. 비밀의 성채 찾기
- 다음으로, 비밀의 성채를 찾아야 합니다.
- 비밀의 성채는 하이랄 캐슬에서 찾을 수 있으며, 힌트를 얻기 위해서는 NPC들과 대화해야 합니다.
## 5. 최종 보스와 전투하기
- 비밀의 성채로 이동 후, 최종 보스와 전투합니다.
- 최종 보스를 처치하면 젤다 왕눈 진엔딩을 볼 수 있습니다.
질문자님께서는 게임 클리어, 하트 컨테이너 채우기, 모든 퀘스트 완료, 비밀의 성채 찾기, 최종 보스와 전투하는 다섯 가지 단계를 모두 완료하셔야만 젤다 왕눈 진엔딩을 볼 수 있습니다. 이러한 모든 단계를 완료하시면, 진정한 게임 마스터가 되실 수 있습니다!
도움 되시기 바랍니다.    "
... 공략 영상 유튜브를 찾아도 없어요 아니 진짜 뭐져 아무리 찾아도 없어요 2뢰차라 본계사당들중에들도 안보이고 안녕하십니까? 답변드려요. 다잉 리올의 사당은 젤다 왕눈...,용의눈물 즉 지상화를 찾고 마소까지 뽑으면 되요
젤다의 전설 공략영상 보면 스테미나 깎아가면서 전력질주 하던데 전력질주... 젤다의 전설 왕눈에서는 스틱을 끝까지 밀어 달리면 됩니다. 달리다가 스테미나가 바닥나면...,"유튜브에 치시면 실버라이넬의 뿔이랑 스크래빌드 해서 만드는 강한 무기가 있어요. 꼭 그 무기가 아나여도 라이넬 위에 올라타면 내구도가 달지 않아서, 가장 강하게 무기를 스크래빌드 하시고, 싸울때 헤드샷 마치고 올라타셔서 딜하시면 쉽게 잡을 수 있어요"
젤다의 전설 공략영상 보면 스테미나 깎아가면서 전력질주 하던데 전력질주... 젤다의 전설 왕눈에서는 스틱을 끝까지 밀어 달리면 됩니다. 달리다가 스테미나가 바닥나면...,"울트라핸드로 보물상자 두개를 위아래로 붙임
>블루프린팅으로 라이넬 근처에서 소환
>라이넬은 울트라핸드나 블루프린팅으로 만든 것을 부수려고 하는 특징이 있어서 근처에 그렇게 만든 물건이 있으면 포효를 함
여기에서 보물상자는 부셔지지 않는 고유 속성을 가지고 있어서 라이넬 포효에도 안 부셔짐.
라이넬는 포효만 하는 상태가 됨
>활로 라이넬 턱 맞쳐서 그로기 상태로 만들고 공격력 좋은 무기를 든 상태에서 올라타서 마구 때리기
>이걸 방법
가끔 이게 풀리는 경우가 있는데
올라타지 않고 일반 공격으로 마구 때리다가/현자들 공격때문에 등이 있으니 현자는 모두 꺼두고 저 방법으로만 하세요. 모두 라이넬에게 통함."
젤다의 전설 공략영상 보면 스테미나 깎아가면서 전력질주 하던데 전력질주... 젤다의 전설 왕눈에서는 스틱을 끝까지 밀어 달리면 됩니다. 달리다가 스테미나가 바닥나면...,"안녕하세요.
안녕하세요! 라이넬을 잡는 방법에 대해서 알려드리겠습니다.
## 1. 무기 추천
라이넬을 잡을 때 가장 효과적인 무기는 어쌔신의 단검 혹은 다른 빠른 공격력이 높은 무기입니다. 또한, 활을 사용하여 라이넬의 갈기를 조준하여 공격할 수도 있습니다.
## 2. 꿀팁
- 라이넬은 공격하는 패턴이 일정하지 않습니다. 따라서, 라이넬의 공격을 피하고 반격하는 패턴을 파악하는 것이 중요합니다.
- 라이넬의 머리에 있는 갈기를 조준하여 공격하면 큰 데미지를 줄 수 있습니다.
- 라이넬의 발밑에 있는 폭탄들을 활용하여 라이넬에게 데미지를 줄 수 있는 방법도 있습니다.
- 라이넬이 날아오르는 동안 Paraglider를 사용하여 공중에서 라이넬을 공격할 수 있습니다.
위와 같은 팁들을 활용하여 라이넬을 잡아보세요! 잡는 것이 조금 어렵더라도, 연습을 하다보면 라이넬을 잡는 것이 더욱 수월해질 것입니다. 행운을 빕니다!
감사합니다.    "
젤다의 전설 공략영상 보면 스테미나 깎아가면서 전력질주 하던데 전력질주... 젤다의 전설 왕눈에서는 스틱을 끝까지 밀어 달리면 됩니다. 달리다가 스테미나가 바닥나면...,"저는 AI답변이 아니니 안심하셔도 됩니다.
무기는 하이랄성 본관에서 얻으실수있는 근위의 양손검에 라이넬의 뿔을 스크래빌드하셔서 부서지기
직전까지 해놓으면 공격력이 2배가 됩니다.
라이넬의 머리를 활로 쏴 헤드샷을 내면
라이넬이 잠깐 그로기 상태에 빠지는데 
그때 라이넬의 뒷다리 부분으로 가시면
타기 라는 버튼이 활성화됩니다.
타시면 데미지를 넣을수있는데
왕눈에서는 라이넬에 타서 때릴때
무기내구도가 닳지 않습니다.그리고 부서지기 직전에는
크리티컬 데미지가 들어가 무려 한방에 약 200정도의
데미지를 넣을수있습니다.
그렇게 공략하면 쉽습니다.
도움이 되셨으면 채택 부탁드립니다."
"젤다왕눈에서 이가단을 어떻게 신박하게 잡을지 추천해주세요 임에 빠져 사는... 질문에 대한 답변: 강력한 무기를 사용하거나, 이가단의 약점을 파악하여 공략할 수...",신전을 각각 하나씩 클리어할때마다 그 지역에 맞는 현자 하나씩 추가됩니다. 메인퀘스트를 더 진행하면 하나씩 생겨요. 일단 네 지방의 이변 조사 퀘스트를 하나하나 진행해보세요.
... 젤다 왕눈의 공략법에 대해 물어보셨네요. 프루아 일지를 찾아 볼 때 추낙 고대 연구소에서 찾을 수 있다고 하네요. 이 위치는 젤다 게임 마을에서 서쪽으로 이동하여...,"     청소,수리,가전,주방 생활관련 지식in - 지식부장 - 입니다.
       정성 스럽게 작성하여 도움될수 있는 수기 답변 드리겠습니다.^^
  질문답변: 
  황혼 용사 옷은 게임에서 구할 수 있습니다. 던전에서 얻을 수도 있고, 미니게임에서 얻을 수도 있습니다. 
  많은 공략 자료를 참고해보시는 것을 추천합니다.
   ♥♥♥♥답변에 만족하셨다면 채택을 추라고 궁금하신점이 있으시다면 추가질문을 부탁드리겠습니다.♥♥♥♥
        좋은하루되세요!
  "
... 젤다 왕눈의 공략법에 대해 물어보셨네요. 프루아 일지를 찾아 볼 때 추낙 고대 연구소에서 찾을 수 있다고 하네요. 이 위치는 젤다 게임 마을에서 서쪽으로 이동하여...,"    청소,수리,가전,주방 생활관련 지식in - 지식부장 - 입니다.
       정성 스럽게 작성하여 도움될수 있는 수기 답변 드리겠습니다.^^
  질문답변: 
 젤다 왕눈 황혼 용사 세트 황혼 용사 옷은 여러 장소에서 구할 수 있어요. 예를 들면, 가게에서 팔고 있을 수도 있고, 게임 내 미니게임에서 획득할 수도 있어요. 
  더 자세한 정보는 온라인 커뮤니티나 가이드북에서 확인해보세요.
   ♥♥♥♥답변에 만족하셨다면 채택을 추라고 궁금하신점이 있으시다면 추가질문을 부탁드리겠습니다.♥♥♥♥
        좋은하루되세요!
  "
"이거 어떻게 깨나요? 밖에 있는 마개를 울트라 핸드로 빼면 됩니다. 잘 안빠지는데요,로켓같은 조나우 기어를 달면 잘 빠집니다. ???:아앗 걸렸다! 채택해주시면 감사하겠습니다.","   게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ‍ 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾
    최대한 간결하고 정확한 답변 드려볼게요!
 질문에 대한 답변: 
  이 문제는 일종의 추리게임과 관련되어 있습니다. 비늘을 안주는 도레판 왕은 비밀스럽게 행동하고 있을 가능성이 있습니다. 
 먼저 왕에게 직접 다가가 비늘을 달라고 요청해보세요. 그래도 안되면 왕궁 주변을 조사하며 비매너 행동을 하지 않도록 조심하세요. 
 략을 따르지 않아도 됩니다. Good luck!
   ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ
        ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ
  "
"... ### 왕눈 보스 공략 우선, 왕눈 보스는 상당히 강력한 적입니다. 하지만 어떻게 하면 데그가마를 잡을 수 있을까요? 아래의 단계를 따라서 해보세요. 1. **적의 공격을...",그 바람의 신전 관련 퀘스트 마크 찍힌 곳으로 돌아가면 근처에 있다고 해요...
"... 왕눈 프리즈게이라 공략법에 대해 알려드리겠습니다. Step 1: 적절한 팀 구성하기 - 왕눈은 주로 원거리 공격에 강한 영웅이므로, 팀에는 왕눈과 함께 탱커나 딜러 등의 다른...","감시요새 남쪽 지저에 이야스스의(이거 맞나)
뿌리가 있는데(워프를 찍어놔야함),그 근처에 한손을 들고있는 조각상이 있습니다.
그 조각상이 바라보고 있는 쪽으로 가면 또 조각상이 나옵니다. 이 과정을 반복하시면 도착합니다.
스포는 안할게요!"
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,"""독기마""라는 몹입니다.
독기마는 화살에 화염의 열매 또는 폭탄 열매를 달아서 쏘면 불 붙으면서 잠시 동안 움직임을 멈추기 때문에, 
좀 거리를 두고 불화살만 계속 쏘면 아무것도 못하고 죽습니다.
독기마 무리를 전부 잡게 되면 필드 보스인 ""팬텀가논""이 바로 출현하는데, 말이 보스지 독기마에 비하면 호구입니다. 
패턴도 3개 정도밖에 없고 단순해서 독기마 잡을 정도면 이놈은 쉽게 잡습니다."
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,독기마 라는 캐릭터도 공격 먹혀요 폭탄 같은 걸로 한번에 죽이거나 잘 도망쳐서 숨어있다가 보면 템떨구고 가는데 죽이면 팬텀가논 나온다는 말이..
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,"저녀석은  화살에 폭탄을달아서 날리면 됍니당 
저녀석을죽이면 팬텀가논이란녀석이 나오니 조심하세용
좀 쌥니다"
... 제가 방금 왕눈 엔딩을 보고 왔는데 물론 여자친구에겐 아직 먼 얘기겠지만서도 러쉬 없이도 공략이 가능할까요?? 혹시 러쉬없이 기발한 방법으로 깨신분 계세요?? 네...,계속 눈 때리면 죽여지긴 하는데 가논 나와요ㅠ.. 그건 예상 못해서 저도 죽음.. 그냥 도망 가세요 초반에 화살도 별로 없는데 죽이기 힘들어요
