question,answers
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,"극초반 상태가 망한 거라면 그냥 처음부터 시작하는 것도 방법입니다.
오히려 많이 진행하지 않았다면 이 방법이 가장 좋고,
아깝다 싶다면 울트라 핸드라도 써서 주변 나무들 다 캐고 붙여서 올라가는 방법도 있습니다.
울트라 핸드 능력조차 해방을 안해놨다면 처음부터 시작하길.
튜토리얼 진행해서 게임 조작 방법을 알아가라고 시작의 하늘섬이 존재하는 건데, 그것조차 무시한 거니까요."
... 한 군데 남으신거 같은데요? 맞나요? 이미지가 작아서 잘은 안보이는데요... 빨간 원으로 친 부분에는 사당이 두 군데 입니다. 여기가 맞을 듯 싶네요...,그 모든 것에 공감하지만 저는 왕눈이 그래도 더 잘 만든 게임이라고 생각은 합니다. 사람마다 다른 거죠. 취향이 각각 다른 편이니. 
... 왕눈의 사당은 사당 이름에 띄어쓰기가 없어요. ~의 사당에서 의v사당 부분을 제외하면요. 지식인에는 헛소리를 당당하게 해 대는 ai들이 차고 넘치기 때문에 적당히 보고...,"  게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ‍ 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾
       최대한 간결하고 정확한 답변 드려볼게요!
  질문에 대한 답변: 
  젤다 왕눈 아미보를 사려면 링크의 출현지역에 따라 다르지만, 보통 무기나 갑옷 조각, 원석 등이 나옵니다. 신전 2개를 깨서 무기나 갑옷을 더욱 강화할 수 있으니, 무기와 갑옷을 강화하는 데에 초점을 맞춰보세요. 
  사당도 깨고 나면 더욱 다양한 아이템들이 나올 수 있습니다.
  ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ
        ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ
 "
"... 페러세일 필요 없이 클리어 가능한 사당 이름종여..... 있는 사당이 있습니다. 그 중 하나는 '다잉 리올'입니다. 이 사당은 하이랄 평야 지역에 위치하고 있으며, 해당...","신수나 사당같은 고대 시커 기술들이 사라진건 이상할 정도로 왕눈에서 하나도 설명해주지를 않습니다.
스토리를 유추해보자면 프루아같은 시커족 연구자들이 다 없앴지 않았을까합니다.
사실 게임 외적으로 고대 시커문명이 다 사라진건 야숨을 해보지 않은 플레이어를 위한 닌텐도의 배려이긴 합니다. 야숨의 설정을 일부 없앰으로써 진입장벽을 낮춘 셈이지요."
"... 페러세일 필요 없이 클리어 가능한 사당 이름종여..... 있는 사당이 있습니다. 그 중 하나는 '다잉 리올'입니다. 이 사당은 하이랄 평야 지역에 위치하고 있으며, 해당...","젤다게임 스토리는 각 시리즈마다 대부분 다른 스토리를 따르고 있습니다
젤다 야숨에선 가논이 부활을 준비하고 고대 시커족이 만든 가디언무기들같은걸 사용하고 가디언을 무찌르고 신수들에 기생된 가논을 잡고 추후 부활하는 가논을 잡는 방식이라면
젤다 왕눈은 가논이 부활하고 하이랄 지역에 영향을 끼치고 조나우족 무기로 가논을 무찌르러가는 스토리가 되겠습니다
여기서 착각하면 안될게 왕눈 스토리가 야숨스토리상에서 몇년후가 아니라 야숨에서에 스토리가 아닌 완전 다른 평행세계에서에 스토리라고 생각하셔야합니다
그래서 야숨에서의 조나우족에 흔적은 있지만 사용할수는 없고 왕눈에서는 시커족 흔적은 있지만 사용할수있는게 많이 없는겁니다 이러한 이유는 각 문명이 오래가지 못했다고 예상할수있겠습니다"
... 사당 고대돌기둥군 꼭대기에 있다고 하는데 전 그자리에 동굴 유적밖에 없거든요..?사당이 아예 안보이는데 어떻게된걸까요ㅜ버그인가요...?아님 제가 못찾는건가요 사당...,"보통 미로 입구(시작지점)쪽에 사당이 있어요.
중앙에 있는 미로도 있는데 그 경우 중앙 지하에 있습니다."
... 사당 고대돌기둥군 꼭대기에 있다고 하는데 전 그자리에 동굴 유적밖에 없거든요..?사당이 아예 안보이는데 어떻게된걸까요ㅜ버그인가요...?아님 제가 못찾는건가요 사당...,"어... 왕눈이면 입구부터 솔방울로 길 표시가 있을텐데요...
이미 먹어서 못 찾으면 나중에 다시 오세요..."
젤다 왕눈 꼭 모든사당 깨야하나요? 전혀요. 시작의하늘섬에 있는 사당을 제외하면 하나도 안 깨도 엔딩볼 수 있습니다.,티마와카의 사당이 클리어가 안 되어 있네요.
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,블루 프린트 얻는게 젤 우선이고 마소는 꼭 용의 눈물 퀘 완료해야만 얻을 수 있는게 아니고 그냥 백룡 위에 올라타서 그냥 뽑으면 되요
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,"     게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ‍ 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾
    최대한 간결하고 정확한 답변 드려볼게요!
  질문에 대한 답변: 
 젤다의 전설: 왕의 눈은 플레이어들에게 감동과 흥미를 선사하는 게임입니다. 왕의 눈에 대한 질문에 대한 답변을 드리도록 하겠습니다. 
 블루프린트를 얻는 것, 프루아 패드를 업그레이드하는 것, 그리고 용의 눈물 퀘스트를 완료하여 마소를 얻는 것은 게임 진행에 있어 각자의 장점과 시간이 소요됩니다. 이 단계들은 게임 진행 속도에 따라 다르게 경험될 수 있으며, 최소 몇 시간에서 최대 몇 일까지 소요될 수 있습니다. 
  개인적인 플레이 스타일과 목표에 따라 어떤 순서로 진행하면 효율적인지 판단하실 수 있을 것입니다. 저희는 여러분이 즐거운 게임 플레이를 경험할 수 있기를 기원합니다.
  ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ
        ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ
  "
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,"프린트로 비행기나 이런거 만드시는거 귀찮으시면
블루프린트 먼저 얻으시면 편해요 그리고 지저먼저
어느정도 진행해놓으시는게 템수급도 잘되고
블루프린트 이용하시기에도 용이하실거에용~"
... 질문에 대한 답변: 젤다 왕눈 사당에서 152개의 모든 사당을 클리어하고 조나우 갑옷을 받으셨다면 축하드립니다. 하지만 사진과 같이 사당 퀘스트를 보면 31/31이 아닌...,보통은 신전 근처로 다시 가보면 튤리가 저절로 따라올겁니다. 게임을 껐다가 다시 켜서 최대한 신전 가까이 가보시고 그래도 튤리가 나타나지 않으면 자동저장된 기록 중 튤리가 동행 중이던 기록을 다시 불러오기 하는 수 밖에 없겠네요... 바로 해결되면 좋겠네요.
... 질문에 대한 답변: 젤다 왕눈 사당에서 152개의 모든 사당을 클리어하고 조나우 갑옷을 받으셨다면 축하드립니다. 하지만 사진과 같이 사당 퀘스트를 보면 31/31이 아닌...,"아마 그 사당이 하늘에 떠 있는 유적들 징검다리처럼 건너가다가
처음 만난 사당이겠지요?
그리고 바로 신전으로 간다는 건
아직 워프도 없을 테고 조나우기어 사용하셨을 거고요
더 위쪽의 높은 곳에
신전 진입하기 전 사당이 하나 더 있기는 한데
그 전에 튤리와 헤어진 사당을 나와서
유적들을 따라 조금 더 앞으로 나가다 보면
배 모양의 점프대가 처음 등장하는 구간이 있습니다.
그 부분에 튤리 있습니다.
거기서 이벤트를 보고 나면
어디를 가든 (신전으로 바로 워프를 해도) 
튤리가 따라와 있습니다."
이미 클리어한 사당 안한 사당 구분하는 방법 있나요? 사당 이름 옆에 상자 표시는 뭔가요? 맵보시면 클리어한 사당은 파랑색으로 표시되고 클리어하지 못한 사당은 파랑색에...,"에뮬이라면 좀 안 좋은데.. 자이로 없이도 가능합니다. 하지만 저는 개인적으로는 자이로가 있는 게 활 쏘는 데에도 더 좋았어요.
결론은 딱히 문제는 없습니다. 자이로 사당도 있긴 한데 편법만 쓰신다면 상관없어요"
사당 안간곳을 못찾겠는데 어디에 있나요? 아직 체력 3칸 못채웠고 축복의 빛은 3개 있어요 이거 하나 비었네요 원래 체력은 꽉 못채우고 두칸 비어요,워프가 처음부터 가능하지 않습니다. 게임을 좀 더 진행하셔야 해금됩니다. 하늘섬 내려가기 전에는 해금돼요.
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,"1. 모든 옷 다 모으기
2. 마요이의 요실물 모두 모으기
3. 여러가지 방법으로 가는 잡기
4. 라이넬 잡기
5. 지저 탐방
6. 모든 파마의 사당 깨기
7. 지저 모든 맵 열기"
... 한 군데 남으신거 같은데요? 맞나요? 이미지가 작아서 잘은 안보이는데요... 빨간 원으로 친 부분에는 사당이 두 군데 입니다. 여기가 맞을 듯 싶네요...,"아마 처음 깨어난 각성의 방인가 거기에서 하의만 얻던가 하고
두 번째 사당 스크래빌드 얻고 나서
진행하면 나오는 동굴 (아마 처음으로 '마요이'를 만날 것)
나갈 무렵에 왼쪽에 보면 보물상자에 오래된 토가 (상의) 있을 거고요
세 번째 사당 트레루프 얻고 나서
바로 근처의 큰 나무뿌리 쪽으로 트레루프 해서 올라가면
보물상자에서 방한복 하의를 얻습니다.
시작의 하늘섬에서는 3점 얻을 수 있네요"
... 왕눈의 사당은 사당 이름에 띄어쓰기가 없어요. ~의 사당에서 의v사당 부분을 제외하면요. 지식인에는 헛소리를 당당하게 해 대는 ai들이 차고 넘치기 때문에 적당히 보고...,"    게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ‍ 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾
       최대한 간결하고 정확한 답변 드려볼게요!
   질문에 대한 답변: 
  젤다 왕눈에서 블랙 보스 보코블린은 스폰 지역이 매우 다양합니다. 그러나, 조망대, 사당, 토비 산맥, 그리고 범죄도시 하이럴루 지역에서 스폰 될 수 있습니다. 
  참고하세요.
   ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ
         ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ
  "
"... 페러세일 필요 없이 클리어 가능한 사당 이름종여..... 있는 사당이 있습니다. 그 중 하나는 '다잉 리올'입니다. 이 사당은 하이랄 평야 지역에 위치하고 있으며, 해당...","천조선(바람의 신전)까지 가는 길에 사당이 2개 있는데요
천조선 바로 직전의 사당, 그리고 조금 아래쪽 사당
그 중 원래대로라면 올라갈 때 처음 만나는 사당(아래 쪽 사당)근처에서
이벤트가 한번 발생합니다.
사당 조금 아래에 보면 처음으로 배 모양 점프대가 나오는 위치 쯤인데요
거기서 이벤트를 보고 나면
그때부터는 바람의 신전(천조선)이나 위쪽 사당이나 
워프를 하더라도 튤리가 따라다닙니다."
"... 페러세일 필요 없이 클리어 가능한 사당 이름종여..... 있는 사당이 있습니다. 그 중 하나는 '다잉 리올'입니다. 이 사당은 하이랄 평야 지역에 위치하고 있으며, 해당...","젤다: 브레스 오브 더 와일드 게임에서 튤리는 바람의 신전에 도착하기 전에 플레이어와 함께 이동합니다. 그러나 플레이어가 사당을 먼저 클리어하고 텔레포트를 사용하면 튤리는 사라질 수 있습니다.
튤리가 사라진 후에는 바람의 신전으로 진행할 수 없으며, 다른 방법을 찾아야 합니다. 바람의 신전으로 가는 올바른 루트는 튤리와 함께 이동하는 것입니다. 튤리가 사라진 후에는 다른 NPC나 퀘스트를 찾아보거나, 다른 방법을 시도해보세요."
"... 페러세일 필요 없이 클리어 가능한 사당 이름종여..... 있는 사당이 있습니다. 그 중 하나는 '다잉 리올'입니다. 이 사당은 하이랄 평야 지역에 위치하고 있으며, 해당...",젤다공주 환영이 있던 곳에 있습니다
... 사당 고대돌기둥군 꼭대기에 있다고 하는데 전 그자리에 동굴 유적밖에 없거든요..?사당이 아예 안보이는데 어떻게된걸까요ㅜ버그인가요...?아님 제가 못찾는건가요 사당...,"일단, 저 몬스터는 왕눈에서 나오는 독기마라는 친구인데 초반에 마주치면 참 예쁜(^^)친구에요. 그냥 일정 시간동안 도망치면 되는데 절벽 타고 올라가서 좀 기다리시면 없어져 있을 겁니다. 그리고 저는 손 5개이고 죽일려면 5개 다 피 깎아서 되어서 범위 넓은 공격이 효율이 좋아요
굳이 잡고 싶으시다면 무기 몇개랑 화살, 폭탄꽃 준비해주시면 됩니다. 폭탄꽃은 넉넉히 10개~15개 정도면 충분히 잡으실 수 있을 겁니다. 일단, 적당히 높은 곳으로 올라가세요. 그 다음에 공중에서 활을 쏘아 불렛타임을 만들어서 손 하나 저 눈에다가 폭탄꽃 스크래빌드해서 쏴주세요. 이때 님 맞으면 멘붕오니까 조심하세요... 이걸 시간 내로 반복하면 팬텀가논이라는 애가 나오는데 얘는 그다지 쓰지는 않지만, 근처에 독기 오라를 두르고 나오는 데다가 활도 쏘는 놈입니다. 게다가 독기마 죽여야 나와서 조금 빡쎌 수도 있는데 무기 몇개를 이때 사용합니다. 물론 폭탄꽃 + 화살로 잡으셔도 됩니다. 얘는 회피저스트(=러시)랑 가드저스트(=패링)만 잘 쓰면 깨실 수 있을 겁니다.
참고로 마스터 소드 얻는 퀘스트에 독기마 필수로 잡아야 하고요. 팬텀가논은 현자 4명 다 클리어 하면 메인 퀘스트 도중 5인조로 2타임 나옵니다. 얘들 무기 생각보다 강력한데 쓸 때마다 독기 데미지 있으니 조심하세요.
근데 왕눈이 컨셉이 공포는 아닌데 야숨에 비해 공포스럽게 된 느낌이 있어요. 그걸 분석해보면 야숨은 약간 과학 문명 등의 여기가 침식당했다는 등의 내용인데 왕눈도 물론 그런 건 있지만 약간 영적인 내용이 많이 나와 그런 것 같기도 하고...일단, 몬스터 비주얼 자체가 조금 더 공포스러워 진 것 같기는 합니다."
젤다 왕눈 꼭 모든사당 깨야하나요? 전혀요. 시작의하늘섬에 있는 사당을 제외하면 하나도 안 깨도 엔딩볼 수 있습니다.,"일단, 저 몬스터는 왕눈에서 나오는 독기마라는 친구인데 초반에 마주치면 참 예쁜(^^)친구에요. 그냥 일정 시간동안 도망치면 되는데 절벽 타고 올라가서 좀 기다리시면 없어져 있을 겁니다. 그리고 저는 손 5개이고 죽일려면 5개 다 피 깎아서 되어서 범위 넓은 공격이 효율이 좋아요
굳이 잡고 싶으시다면 무기 몇개랑 화살, 폭탄꽃 준비해주시면 됩니다. 폭탄꽃은 넉넉히 10개~15개 정도면 충분히 잡으실 수 있을 겁니다. 일단, 적당히 높은 곳으로 올라가세요. 그 다음에 공중에서 활을 쏘아 불렛타임을 만들어서 손 하나 저 눈에다가 폭탄꽃 스크래빌드해서 쏴주세요. 이때 님 맞으면 멘붕오니까 조심하세요... 이걸 시간 내로 반복하면 팬텀가논이라는 애가 나오는데 얘는 그다지 쓰지는 않지만, 근처에 독기 오라를 두르고 나오는 데다가 활도 쏘는 놈입니다. 게다가 독기마 죽여야 나와서 조금 빡쎌 수도 있는데 무기 몇개를 이때 사용합니다. 물론 폭탄꽃 + 화살로 잡으셔도 됩니다. 얘는 회피저스트(=러시)랑 가드저스트(=패링)만 잘 쓰면 깨실 수 있을 겁니다.
참고로 마스터 소드 얻는 퀘스트에 독기마 필수로 잡아야 하고요. 팬텀가논은 현자 4명 다 클리어 하면 메인 퀘스트 도중 5인조로 2타임 나옵니다. 얘들 무기 생각보다 강력한데 쓸 때마다 독기 데미지 있으니 조심하세요.
근데 왕눈이 컨셉이 공포는 아닌데 야숨에 비해 공포스럽게 된 느낌이 있어요. 그걸 분석해보면 야숨은 약간 과학 문명 등의 여기가 침식당했다는 등의 내용인데 왕눈도 물론 그런 건 있지만 약간 영적인 내용이 많이 나와 그런 것 같기도 하고...일단, 몬스터 비주얼 자체가 조금 더 공포스러워 진 것 같기는 합니다."
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,"아.. 제가 직접 플레이하면서 영상 안내 해 드려도 좋을 텐데..
그럴 여유가 안 되고.. 일단 시작의 하늘섬 마치고 나면 '라울'이 안 나오거든요..
(크게 중요하지는 않지만 만날 때마다 말을 걸어보세요.. 힌트라든가, 지나간 스토리 흔적을 엿볼지도)
왕눈도 어렵다고 하시면 차라리 야숨을 먼저 해 보시는 게 나을 수 있어요
야숨은 '시작의 대지' 클리어하기까지가 '튜토리얼' 격이니까
거기서 뭐든 마음대로 할 수 있겠다... 할 때까지 
거기만 헤매고 모험해도 할 게 꽤 있죠
저는 시작의 대지에서만 일주일 넘게 (현실 시간으로) 놀았던 거 같아요
저도 뭔가 잘 모를 때는 선뜻 나서지지 않는 성격이라...
암튼 스샷 지도에서
3번째 사당 까지만 간략히 표시해 드립니다.
그 이후는 시간의 신전으로 돌아가면 되는데요
왕눈이나 야숨이나 어디를 가든 한가지 루트만 있는 게 아니라서
갈 수 있다면 어느 길이든 가면 됩니다..."
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,"먼저 현재 위치에서는 왼편 큰 호수 있는 데까지 가면 됩니다..
왼편 외딴 섬에 코로그 배달을 다녀 와도 되고 그냥 아래쪽으로 살살 내려와도 됩니다.
호숫가에는 골렘이 있고 츄츄도 튀어나오니 놀라지 마시고요
아직까지는 울트라 핸드만 배웠으니까 그걸로 돛단배를 만들면
바람이 순풍이 부니까 맞은 편으로 갈 수 있습니다.
아니면 그 폭포 아래에 (주황색 화살표) 아래쪽 사당으로 나가는 길도 있는데
사당(주황 색칠 파랑 마름모) 방향으로 나가려면 바위를 부술 수 있어야 해서 처음에는 이용하지 못합니다.
두 번째 사당에서 '스크래빌드' 얻고 나면 그 바위를 뚫고 그 다음부터 양쪽 방향 통행하면 되지요
두 번째 사당 클리어 하고 나오면 '배터리'라는 걸 주면서
그때부터 조나우 기어를 쓸 수 있게 됩니다.
아직은 작동 방법이 간단합니다. 때리면 작동, 
다시 때리거나 배터리가 다 되면 정지, 기기로부터 멀리 떨어져도 정지..
앞길에는 골렘이 수두룩하니 준비 하시고
연못가 동굴을 통과하면 또 물이 나옵니다..
여기서는 선풍기를 붙여서 물을 건너갑니다..
채광의 동굴을 지나면서 '조명꽃' 쓰는 법을 배우고요
(화살에 스크래빌드로 쏘는 방법, 소지품 던지는 방법 배움)
'조나니움' 이라는 광석은 게임 내내 중요한 광물이니 보이는 대로 확보합니다..
'에너지 결정'을 많이 모아야 배터리 확장을 할 수 있습니다...
제련 골렘이 광석을 결정으로 교환해 줍니다..
통과해서 마지막에 제련 골렘 만나고 
광차에 선풍기 달아 위로 올라오면(이 부분은 지도에 표시 못했네요. 넘 복잡해서)
'조나우 기어 뽑기 기계'를 봅니다...
조나우 관련 소재를 넣으면 '캡슐' 상태의 조나우 기어를 줍니다...
(캡슐은 가방에 넣었다가 꺼내 쓸 수 있지만, 필드에 놓여져 있거나 가방에서 꺼낸 조나우 기어는 다시 넣지 못함)
골렘의 뿔이나, 조나우 에너지 넣으면 되는데
제일 가성비 좋은 건 조나우 에너지 5개... 인 듯요..
뽑기 기계는 여러 곳에 있는데 
한 곳의 기계는 몇 가지 정해진 목록이 있고
그 중에서 랜덤으로 (같은 확률... 이라고 함...) 나옵니다..
세 번째 사당은 추운 지대에 있는데
그 추운 지역 입구나 동굴 입구에 '따끈따끈초 열매'를 요리해서 먹으면
방한 요리 효과를 얻습니다 (시간 제한)
동굴 안에 있을 동안에는 추위 대비를 하지 않아도 됩니다..
그 원형 동굴을 지나 올라가 나가면 (추위)
약간 필드를 진행해 '밑빠진 동굴'을 지나게 됩니다.
(중간에 '조아조아'라고 하는 처음 보면 몹시 좋지 않은 몬스터 2마리..)
그 동굴을 나가면 세 번째 사당이 있고
거기서 '트레루프'를 얻는데
얻고 나오면 그 옆의 나무 뿌리 쪽으로 트레루프 해서 올라가면
뿌리 안쪽 보물상자에서 '방한복'얻을 수 있고
그걸 입으면 '추위 1단계'는 대비가 됩니다. (착용시 효과, 시간제한 없음)"
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,"색칠 해놓은곳인데
오른쪽부터 가시고 다시 돌아서 왼쪽가면 워프 생기는데 그때 각성의 방 왼쪽 톱니바퀴 리버레코로 움직여서 가면 됩니당 참고로 왼쪽에 날개 3개 상자 있습니다~"
제가 사당 151개를 깼습니다. 하늘에 위치한 사당과 지저의 뿌리는 다 찾았는데 지상의 사당 한개를 못 찾겠어요ㅜㅜ 찾아주세요 안녕하세요? 하늘섬 다시 확인해...,"맵보시면 노란 동그라미가 깜빡거리실거에요
그게 다음 가실 목적지를 알려주는거라
시간의 신전으로 가시면 되십니다!"
... 질문에 대한 답변: 젤다 왕눈 사당에서 152개의 모든 사당을 클리어하고 조나우 갑옷을 받으셨다면 축하드립니다. 하지만 사진과 같이 사당 퀘스트를 보면 31/31이 아닌...,"지저지도에서 폐광에 있습니다. 젤다 왕눈 지저지도로 검색하시면 지도 많이 나오니까 참고하시구요, 폐광의 도자기 그림 같은 표기가 있는 곳이 제련소가 있는 곳입니다.  
중앙, 카라카라, 겔드, 하테노, 라넬, 올딘, 헤브라 폐광 등이 있는데, 그나마 중앙 대폐광이 지상에서 지저로 이어지는 통로에서 제일 가깝습니다. 폐광은 뿌리에서 모두 가까이에 있구요..."
... 질문에 대한 답변: 젤다 왕눈 사당에서 152개의 모든 사당을 클리어하고 조나우 갑옷을 받으셨다면 축하드립니다. 하지만 사진과 같이 사당 퀘스트를 보면 31/31이 아닌...,"배터리 결정을 모으려면
조나니움이 많아야 하는데,이건 걱정 없겠네요.
시작의 하늘섬에 있는 맨 마지막 사당으로 워프한 뒤,빛이있는곳으로 나가면 날개 탑승장이 있습니다.
그 옆에 벽이 살짝 무너져있는데(오른쪽)
그쪽으로 나가서 뛰어내립니다.그러면
큰 동그라미가 있는데요,
블록 골렘이 있는 곳입니다.(갈색 회색 무늬)
그 옆에 트랙같은데가 보이는데
그거 따라가면 안에서 재료를 모을 수 있습니다."
... 질문에 대한 답변: 젤다 왕눈 사당에서 152개의 모든 사당을 클리어하고 조나우 갑옷을 받으셨다면 축하드립니다. 하지만 사진과 같이 사당 퀘스트를 보면 31/31이 아닌...,"지저에 있는 중앙 대폐광에 있습니다.
이 사당 밑에 있는 파마의 뿌리에서 쭉 가시면 있습니다
위치는 시작의 대지입니다."
... 질문에 대한 답변: 젤다 왕눈 사당에서 152개의 모든 사당을 클리어하고 조나우 갑옷을 받으셨다면 축하드립니다. 하지만 사진과 같이 사당 퀘스트를 보면 31/31이 아닌...,중앙 대폐광 경로
이미 클리어한 사당 안한 사당 구분하는 방법 있나요? 사당 이름 옆에 상자 표시는 뭔가요? 맵보시면 클리어한 사당은 파랑색으로 표시되고 클리어하지 못한 사당은 파랑색에...,"젤다 관련 신문사(마굿간) 챌린지
마굿간에 걸려진 빈 액자에 넣을 스샷찍기 챌린지
이가단 토둔 배우기+간부되기
하늘섬에 비석 찾기
동굴에서 마요이 찾기
호드슨이었나? 그 건설 간판 세우는 친구 도와주기
하늘섬에서 현자의 유지(현자스킬 강화)찾기
사당도 다 찾으셨다면 미로도 하셨을텐데 .
지저쪽도 토가님 찾기도 하셨을테고
람보의 보물 찾기도 하셨을까요?"
이미 클리어한 사당 안한 사당 구분하는 방법 있나요? 사당 이름 옆에 상자 표시는 뭔가요? 맵보시면 클리어한 사당은 파랑색으로 표시되고 클리어하지 못한 사당은 파랑색에...,우물 찾는 퀘스트 하셨을까요?
사당 안간곳을 못찾겠는데 어디에 있나요? 아직 체력 3칸 못채웠고 축복의 빛은 3개 있어요 이거 하나 비었네요 원래 체력은 꽉 못채우고 두칸 비어요,시하죠고우의 사당에 있습니다
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,"안녕하세요?
하늘섬에 세 군데, 지저에 한 군데 있네요."
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,나타카카 사당
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,시모시와카 사당
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,우코오지시 사당
왕눈도 전작 야숨처럼 들어갔다가 덜깨고 나온 사당은 붉은색으로 지도에 워프 표시해주나요? 아니면 아예 표시 안해서 워프도 못하나요. 저번에 하나 들어갔다가 그냥...,골렘제조실 왼발의 창고 안
... 한 군데 남으신거 같은데요? 맞나요? 이미지가 작아서 잘은 안보이는데요... 빨간 원으로 친 부분에는 사당이 두 군데 입니다. 여기가 맞을 듯 싶네요...,"    게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ‍ 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾
       최대한 간결하고 정확한 답변 드려볼게요!
  질문에 대한 답변: 
  젤다 왕눈은 모험과 퍼즐으로 가득찬 게임이에요. 여러 도전에 직면할 수 있지만 걱정하지 마세요! 다음 지역으로 가는 것이 좋을지 판단하기 위해서는 힌트나 플레이 가이드를 찾아보시는 것이 도움이 될 것입니다. 
  또한 리토 헤브라의 탑을 찾아서 그리고 사막 지역으로 이동해 보세요. 힌트를 얻는 것이 중요한데, 마을 사람들과 대화하거나, 야올리가 제시하는 임무를 수행하면 유용한 정보를 얻을 수 있을 거예요. 
  견디고 계속 도전해보세요! 특별한 무언가를 발견할지도 몰라요. 화이팅! 
   ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ
       ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ
  "
... 한 군데 남으신거 같은데요? 맞나요? 이미지가 작아서 잘은 안보이는데요... 빨간 원으로 친 부분에는 사당이 두 군데 입니다. 여기가 맞을 듯 싶네요...,"무작정 메인만 미시면 난이도가 급격히올라가니까
사당좀 깨시면서 스테미나랑 하트늘리고 방어구도 맞추면서 진행해보세요"
